id,summary
1026994,Adds a new deep dark related dimension and more.
1016047,"Dive a little into the world of Hollow Knight, this mod will help you with this, which adds a nail, a boss and a couple of amulets"
979461,Become a holy knight.
975316,Now you can use hopper in Basalt Generator
976092,Gives You The Recipies Armor
693195,Colored redstone lamps
577540,DomamaN's Config System
490781,Mod made by TheEarleOfGames for the upcoming Earlecraft Fantasy Modpack
621404,Adds a new block which endlessly produces ore
650209,Provide cron-like functionality in your Minecraft world
383271,"Exactly what the name suggests, more music discs"
785366,add new bubbles structures
397789,A mod were you use the powers of the void to advance
483986,This mod adds a new ore to the nether
37240,This mod adds a full set of obsdian tools and armor to your Single Player Client
886450,Mod about my dog!
557738,"Smelt Raw Copper, Iron and Gold Blocks to their Block form"
694142,The Economy mod for the Minecraft server Minezedge!
857576,"adds more items,mobs,dimensions,biomes and stuctures to minecraft"
633181,A nice mod that adds vanilla style improvements
428894,Need to travel more? Get this mod!
294492,Finally bringing common sense to iron nuggets...
575084,This modification adds more amethyst stuff
790360,a new ore
891584,Changes colors of blocks and armor so you can choose how your team looks
323695,Fabric mod for creating randomized server message of the day 
526174,adds dill to your game!
517759,ic2 inspired Easter eggs for Tech Reborn
817967,Add some new Materials like titanium and Uranimun!
635021,adds a new ore and a sword/adiciona um minério e uma espada
401044,A Small mod that add in new tools and armor plus some new workstations and storage systems
577308,"Whistles to move around villagers, animals and monsters for whatever you may need them for!"
411694,The Ghost of Fallfest 2020 - Spreading Fall by day & Trick or Treating by night.
906645,That brings more than 5 different armors and more than 8 mobs and a new biome
575845,"A fun, food based dimension and more, including 'The Crusher'!"
594352,When you downoload this mod you can craft more things for example: enchanted golden apple
495392,Make Slabs & Stairs out of Blocks that didn't have Slabs or Stairs
341291,A straightforward conveyor mod for Fabric
280351,Adds some items to make your life easy.
463907,Adds a satiating command to Minecraft.
382065,Have you ever felt that the game was a bit too....stable?
405232,Create mods easily!
950451,A mod that makes the game jokingly difficult and waytohard.
631785,adding cheater armor and a book
380273,A visual port of 1.16 features to 1.15.
701729,Just a cake the size of a pixel
950198,this mod adds blocks and item such as sugerzaza block and a cuple more the user experiens is good whitch is like minecraft but with more blocks
975120,A mod that allows you to play Minecraft in a borderless fullscreen window.
269463,Adding ores and mod compat (for modpacks)
828907,Craftable And Breakable Bedrock For Technic Packs
643890,A Brand New Onion Ore & sword
451597,"This Mod adds basic Iridium Stuff like Armor, Tools, Ores and a bunch of other stuff."
604139,Adds an ore pack to the game.
265759,1.11.2
444319,A mod about long bridges
559888,"Let it burn! Enables everything (players, animals etc.) to burn like zombies"
661137,A  mod of a horse
393504,!More metals and items¡
366418,A simple mod which adds an Itemtier above Diamond!
400093,Allows To Run Command Via Signs
804464,"Allow permission to override all commands, even modded ones"
911672,Enhanced items
405289,"This crazy mod contains Ruby, A ruby ore, A ruby block, ruby tools, ruby armor, an evil apple and a obsidian ingot."
326364,"A simple, configurable wooden furnace for pack makers."
486526,Allow configuration of respawning
908149,"""Players can now venture into exploring their Minecraft world in search of these alternative minerals, adding an exciting element to resource collection and overall gameplay. Furthermore, the 'Alternative Minerals' mod introduces new crafting recipes and p"
857419,"A mod that contain unique and poweful swords that can deal lots of damage, afflict potion effects, shoot projectiles, and other special abilities. They can be obtained from crafting, mob drops, opening a loot box, and more. "
538837,Mod pack with custom cassettes
606368,Adds Food and does NOT make Vanilla Food worse.
303159,A Rift mod for Minecraft 1.13 which adds shield materials types and enchantments.
573419,"This Mod Adds Several New Food Items, Some Of Which Are OP And Some Are Completely Useless."
474135,A Creeeeeeeper Moooooooood
499304,Drawers that have sectioned parts in the inventory
645515,Turns all horses into majestic honses.
527591,300 steps and die
597627,Answer maths questions and gain experience!
972419,Misc Blocks & Items for ~Afraid of the Dark~
371495,making the start of minecraft harder
402710,This is a mod that ads a cloud dimension and cloud gear there will be many more updates in the future that will ad more and the sumary will be updated when there are new things for now thats the mod
842230,"This mod overhauls coal, adding tools, biomes etc"
572870,Adds 1 brand new weapon into the game with lots of damage and speed
897387,"Mod that adds a new mineral ""Citrino"", new wood ""Real"" and decorative objects."
711155,"Generates Beta 1.7.3 terrain doubled in breadth and in height in modern Minecraft, including features added after Beta 1.7.3."
559830,Adds Coins To The Game
401005,A simple mod that adds wool stairs and wool slabs
657612,A simple quality of life mod to make your life easier!
695686,Totems that kill you when you regenerate your health.
404572,Have you ever wanted a mod that adds stuff for your health? Probably not but here is the place where you will find it.
378170,generates energy based on server tick time
388261,its the 1.14.4 remake of my old M.T.M.
444712,A mod that allows you to beat Minecraft in peaceful
782340,The Sun Damages the Player
617908,mod that drops orb from grass
242622,Decorate GUIs
594478,This mod add cool recipies for spawn eggs
402930,The ore of many!
364707,Adds Emerald tools to minecraft.
828293,A mod where new creatures that spawn in the rain
533898,"A mod which adds Whiteore, Tools, Armour and much more!"
333087,"An MMORPG for Minecraft with an engaging story that both challenges the player in different ways, making them think about their choices and interactions."
621208,Adds new materials in every dimension!
407866,This mod shows what would be added if Mojang makes the cave update.
972951,Makes burning things much more interesting
544395,"A large mod that adds a new dimension, shrines, simple automation and transport blocks and new mobs."
825649,Mod that adds the ability to boil an egg
501026,Do you need more armor? This mod has it!  (Still in BETA version)
230157,"Siéntete como el rey del parkour mas kawai, chachipistachi, manco y cojo de minecraft!!"
902263,"Build buildings, roads and more with this mode!"
662364,It is a system created to be used as currency in minecraft
582561,Twitter Client for Minecraft 1.18.1
631138,Ores explode when mined.
640355,Lets you store dirt.
461797,Minecraft Server Event Webhook
393215,"Adds a 2 new sets of armor and 2 new sets of tools, as well as new swords and more."
1021319,AutoPassword (AutoLogin) auto enter password and saving
376105,Mod makes navigation more realistic
1022310,Open chests (and other interactables) more easily!
251159,A mod I made as a memorial to The Adventure Mod
526710,"EverythingZoo is a decoration mod that aims to add everything related to zoos to allow you to build your own! Combined with the upcoming ""Everything Collection"", you will be able to build a giant zoo with many new animals to take care off!"
233173,tiny bits of chicken
225232,Craft dye and water bottles into throwable dyes to change the colours of your sheep!
353984,"Additional stone variants, with slabs and stairs!"
729573,Adds exciting weapons of various levels of destruction
502881,"Adds Monkeys, Bananas, and More to minecraft!"
715747,Spanish(Español):Mod que trae un nuevo mineral y nuevos jefes English(Ingles): Mod that brings a new ore and new bosses
408975,Enter your own little world whenever you want to!
806071,"Minecraft mod adding armor, weapons, a ton of new ores, bosses and other surprises!"
400813,Adds ore crushing and a smelter
418244,this mod is only ores and 1 boss and 1 dimension
395858,Add more slime to the game
232280,"This mod its ""Typical Spanish"""
401881,"The mod adds a new creature, the crab!"
340381,Removes the Vignette
404003,A mod that adds actual functionality to fletching tables.
398572,adds several new recipes for redstone components (mainly for speeding up the game)
443156,A Mod with some new items based on a End Theme.
494386,Rare items and intimidating tools.
585648,A mod allowing you to know the position of all the players on a server thanks to a simple text file.
533182,a mod for my frends with a bunch of wacky features
844540,"This mod adds new blocks, items and mobs on the theme ""Underwater"""
521092,Blocks Items
585165,adds magical onyx to the game
63804,A simple block that provides crafting and chest in one.
62231,EXPlOSIONS
585755,I Said No Snow ! (simply toggles rendering of 1-layer snow blocks)
471003,A new armor and some tools
391699,a mod to expand the ender dimension!
525661,Custom foodstuffs which give potion effects and OP items.
489822,These Mod Basically Adds New Dimensions.
579302,All the food. All the power.
478148,"A mod that adds new items, food, armor and biom to Minecraft, this mod is available in version 1.16.5."
541633,Define Items that you would like banned from breaking certain Blocks.
636323,"its a new dimension, plus, updating the overworld a little"
530730,Minor mod which makes ores also drop cobblestone/netherrack when mined.
442501,"This mod adds Backpacks, New Materials and a Boss mob for a new and upcoming Pack!"
868016,"The mod adds a philosophers stone and a transmutation scroll, they can transform some metals and substances into others"
452507,"This mod add a new dimension, and other... | Ce mod ajoute une nouvelle dimensions, et d'autres choses..."
593600,"You want bacon, Gatorade, a pocketknife, or even a really unpopular youtuber in your game?  Then this mod is for you."
485867,This mod adds new blocks
639330,Mod adds Josip pet from Pure Chaos Mod
659134,A mod that adds the Chaos Emeralds to your Minecraft world
410378,"Standard stonework factory, think Industrial Foregoing, but in multiple blocks and standalone."
913340,"this mod will add more items, tools, creatures and make your adventure more interesting."
435230,adds fossils and an archeologist to trade with
630053,A new dimension
381341,Changes several recipes to give more logical outputs
233184,This Mod Adds Ruby Stuff
637950,"a mod with new biomes, trees, ores, tools"
69978,Profanity filter Forge ModLoader mod
367112,The underground update nobody wanted!
231843,Made for the Sliptopia Modpack!
463307,This mod adds a new ore called expinence.
533194,The most self indulgent mod of the year. (That info may not be true.)
453639,"Simple client-side mod that adds useful features as chat commands, such as a calculator."
537279,Adds new tools and basalt themed items
229148,adds new loot and mobs wip
581103, Color update for redstone lamps!
352746,More mine.
564294,"For now, it adds copper."
395423,TheTracker on ytbs mod.
820687,Upgrading Vanilla Experience with new ores and new weapons the are vanilla base
323505,A mod for all of my Kazzoo Krew Fans
686724,Grants you power armor and tools.
305087,To make your garden look nice.
630976,add cold water bucket and fluid in 1.11.2
637555,Lets you sleep without setting spawn
75090,"With BreedingViewer you can add a colored pillar or the breeding item of your animal, if it is ready for breeding."
1022443,Adds non-consumable runestones to (mostly) your early game!
476394,Mod com muitas coisas                 Summary in English: Mod with many things
265507,A mod that adds litte things to keep you on edge.
1022172,Replaces vanilla's terrible phantom spawning rules with an altitude-based approach. Fully configurable.
1021463,You can obtain ore by collecting flowers around.
596925,Guns and more. (more not included yet)
702353,Add in your minecraft game a new object - Furitin!
556502,Just a mod that adds a bunch of ruby stuff
334807,"makes droppers activate in chains, to work as itemducts"
565214,"A mod adding new dimensions, tools, weapons, armor, etc. to Minecraft."
268133,Crops can only grow where they should.
884370,Bone Meal doesn't affect crops and saplings Composting moss results in less Bone Meal
569882,Shows durability on full durability items
541548,"Mine the newest Ruby ore, smelt it and obtain the precious gem and use it to craft expensive blocks and powerful magical weapons!"
855097,Adds Commands for the locate locations to be saved and recalled.
968539,"Some tools, decorations, potions, and utility features."
239028,"Boosts, items and trampolin !"
591667,This mod adds food to it.
882360,Dark magic mod where you manipulate soul to cast spells.
885839,"Enhance your Minecraft experience with the Axl Additions Mod. Discover rare Ruby and versatile Copper, craft powerful weapons, and create unique structures. Expand your gameplay with Axl Additions Mod."
370586,its an mod crerated by the gefory Team.
417150,Adds the 'allowCheats' parameter to the '/publish' command.
394631,Minecraft with extra fun!
500349,New recipes for vanilla items.
622847,Gives mobs a 30 second grace period before despawning when entering portals
616536,Adds stuff that's (mostly not) useless
663863,the mod adds new block weapons and mobs
364746,This was a mod I made for my friend a while ago. I realeased it on here 
480873,This Mod is libary for my mods (not for all)
424427,Add Ores in your Minecraft world!
676263,Adds new ore and weapons to make you more powerful
682161,A emerald item
418716,Adds titanium mine in game.
423680,Currently in Snapshots
465604,This mod adds a few more types of apples to the game
644000,it adds a bunch of fun stuff to the game sutch as a boss and a costom made trader sence this is made with mcreator it is not very good but enjoy
409647,A new mod full of surprises 
635482,Adds obsidian gear to the game
649993,Library and Content mod used on and designed for ShatterFalls
623871,"Adds overpowered tools, food and other"
961530,Transportation grapples hooks
518229,Given an alternative death experience
455135,Adds more music to you minecraft game.
420468,Ever wondered what's on top of a furnace??
576964,A small patch to make De Re Metallica TE's work for Cold Sweat
688654,adds a few snowmen!
265555,An item and fluid transportation mod
353418,Lets you make an apple that will give you the effect of the beacons
686403,"Many dimensions with unique mobs, blocks, and more"
916167,Add a Simple Dash Enchantement to minecraft
239243,Mod for Minecraft 1.8 that keeps the music playing
441886,A simple mod about Leather
630721,Everithing incuding mob spawns are craftable
833255,Adds asphalt block and the ability to paint them!
59960,XACT
221154,Adds new shovels and items
391031,"An essential mod for Fabric API, providing Bukkit's Essential-like commands with vanilla taste."
1022496,I added the best person to minecraft.
382812,Give player some item when he first login.
492074,Adds armor based on items which are generally not used for combat
496135,A mod that adds Fun Meteors to the game
618684,Hell sword
382465,Ahres
62593,[1.6.2] SuperGlass Aesthetic Mod
454589,Adds new tools and armour to the game.
878088,"Adding some more life to the game, and some quality of life changes."
240777,"Web based Log parser, chat log and other stats"
246637,A new Piece of armor added to Minecraft 
618625,Remove the animation of the chest
594307,"Allows any player to spectate any player, Along with a few fix's"
592348,A highly advanced screenshot mod.
380163,Flaro 
372952,A simple mod that adds more music to your Minecraft Playthrough.
521023,Make wood even more useful !!!
614327,Extra structures for Forgotten worlds
635936,Configurable multi-page text displays
570334,"Bodge to ""fix"" the SocketException bug in 1.18.1"
405963,Fixes MC-5169 by reducing the distance at which text can render.
420872,this mod was made for turkish and it is very perfect to equip the turkish sword
367601,adds new dimision and sword made out of dirt
872118,Adds a new weapon to the game called greatswords.
831242,"a cool mod with many features with custom mobs,armor,items,blocks,tools,etc"
831653,Adds 22 new and alternative recipes for existing items.
77807,Astellys' Food Mod
623997,a enchamntment based magic mod
637148,NewVersionResistance
486460,Communicate to everyone in the world
507761,some epic stuff
790775,"A lot of items like minerals and weapons, new mechanics and more"
629577,Just A Mod About Cats Barfing
369026,Kotlin Extensions for various Minecraft classes
228493,"This mod adds in a new material, Chromium, which is used to make tools better than iron, but worse than diamond."
451169,a mod about faces
855299,Provides the old Shader menu & the 15w14a Love & Hugs Shader
70314,the mine little creeper mod is.....
407753,Coins Mod.
230510,Extra things to enhance your game
670058,"A reimplementation of some of the features of the old Essentials mods, plus some personal twists intended for public servers."
397242,silence unknown recipe type alert in console
419201,A mod to allow people to craft diamonds
633680,An adventure mod with fun things to do!
704405,Prevent crops from growing by doctoring farmland
623984,"This mod will change your survival by adding some interesting details to explore, as well as the most obvious things!"
503185,Crafting/крафты
522365,QOF feature that you guy needed.
689434,this mod is about magic rods
569947,"Not enough swords is a mod that adds 30 new sword, there are some basics swords that can be used to craft stronger swords that can be used to create the stronger mod sword"
229936,A tweaks mod to make minecraft more challanging
477928,Adds simple enchantments.
508251,Extra Tools
521258,Brew Bottles o' Enchanting
491212,Adds a couple new balances gemstones and tools to your Minecraft world!
394347,Ruby Mod
592187,A mod that adds new creatures and blocks!
941939,"Bring Your life into many dangers, you may not expect them, but their there"
627549,"Added new addons related to the burgundy color, not very present in Minecraft!"
922208,This is a scary mod
396912,"A mod that adds simple gems, ores,  armors and tools to the game"
965647,A mod which adds a new ice block that dosen't melt
616461,The ultimate WellMods mod adds 3 new minecraft wells to add variety in construction.
518282,Normal sword 21 star sword 45 Right click on star ax and star sword flashes lightning shovel and hoe don't need to be made with bjk block we don't go to war with them :) but its construction may change soon If sets helmet fire protection chessplate speed p
484093,Mod that adds ruby things
241244,Tweaks used in The Feed the Creeper Pack
384123,"The Mod Adds In 15+ Variety's Of Ores That Drop Vanilla Blocks Like ""Oak Wood Ore"" and ""Spruce Wood Ore"""
463366,ABBF is a lightweight mod for Minecraft that adds new crafting recipes to existing items. (ex. all walls can be broken down into the original block that they were.) 
340153,Easy configuration for the modder an end user.
471031,Minecraft Mandalorian
377747,Adds Many New Ores And Tool Kits To Vanilla Minecraft
365224,A bucket and a flower
431021,An ore dictionary for a more civilized age.
662686,"this mod adds armor, tools, music discs and dimensions"
536074,"¿You want to craft something? JUST DO IT, you literraly can craft everything."
391590,Fixes the Wither loot table & may add more boss loot functionality down the line.
429287,This mods adds a load of wands
552938,Add sugar related items and recipes.
237994,A mod for 1.8
701597, Removes mid-air movement from the game
436292,new swords and items
669473,simply adds just a few backpack's
627141,A simple skyblock mod that lets you grow crops faster by taking damage.
592482,Adds a lot of vanilla-friendly additions!
624444,"This is a mod for Technoblade, Long Live Technoblade Fly high king."
372320,...
603849,"Toile Craft is a Mod Created By LTeam. The mod contains 3 types of objects, Toile, Nethium and Endium objects (armors, tools, dimensions,...). The project will be complete at 2.0 Version because this is an EXPERIMENTAL project."
692141,Make Berries bushes grow from small every time you collect them
363645,This mod adds in new food sources to Minecraft
656278,"This mod adds a special weapon for my roleplay character, to be used in spiderking23's Immortal Souls modpack."
434343,Designed for the MC Revised Modpack. Adds a variety of new ores to the game.
532607,A Chaotic minecraft mod
301974,Use your otherwise useless gems as a shovel
294941,A demonstration of how to add recipes to the Pecunia mod
383496,"Adds a bunch of versions of stone bricks, and even stone trapdoors"
597892,Adds The Abilities of Vampires to Minecraft 
57408,MoarSlotz
572880,"Adds a keybind to easily toggle in game sound on or off, as well as option to disable sound in background"
737081,Adds a few extra things to the game to boost your XP!
58682,A practice mod to change the color of duck eggs
355906,"Adds bamboo fences, and gates."
523483,Your favorite mild diet in Minecraft!
831927,It's filled with insanely cool new things that change the game greatly!
241482,Flour and dough!
355756,A mod which gives you enchantments to help you exploring !
248823,Mod By FierDLurd
864929,coins for minecraft JAVA
871138,"Thanks to this modification, you will get an extensive number of lamps for your game!"
368073,Hopper Turns The Other Cheek
596735,"More uses for emeralds! Emerald tools, armor and emerald apples!"
645262,Slingshot
373605,Just a simple mod that adds a new resource called Rudynite.
1008439,This mod will introduce a new beloved Finlandes ore that you can use to make new armor and eramients
911293,mob effects
845461,SarajevoMc is an exciting and regularly updated Minecraft mod that introduces new features and mechanics.
574981,There is custom items in this mod. (made with MCreator)
567587,Enables server owners to enforce your players' game mode using permissions
236806,This mod is called Metalium.
306151,Core Mod of Swipoke
593581,adds some ores and some crafting recipes
818838,A mod adding various skylands world types.
830083,over a 100 paintings have been added 
1002698,Allows Crafting Gunpowder by mixing flint and charcoal in a basin from create
427353,"This mod contains more ores, dimension, new biome and items"
237097,"Allows the achievement ""Acquire Hardware"" for even earlier-game."
398668,Adds a Slime biome that mainly exists out of slime blocks
482502,Some items designed to be used in datapacks
961395,A Mod for 1.20 that adds double jumping!
882026,"A very much work In progress mod, adding Elements, isotopes and much more coming soon"
664905,Makes Entities Respawn on death
566705,Player blocking for content creators and shy people
346173, a mod in the creation phase. give ideas in the comments
961516,To make armour crafts easier.
229454,Transmutate blocks and items in the game using a Magical Stone
961007,A custom beacons mod
694409,"Adds ""The Legend of Notch"" like wisps into the game"
377119,Tweak to ore generation in your worlds
583444,"New Ores, itens and More!"
266378,A mod that makes emeralds a little less useless.
390218,Adds a crafting recipe for command blocks and makes them usable in survival
667793,Expand the colourful world with paints
70825,Adds a public server list for various Mod Packs and Vanilla Minecraft
248960,Transmute mob drops into other materials
684597,A simple mod adding Potato Soup to the game.
514669,A lot of custom heads.
585697,It is a mod that adds 10 more ores to the game.
981132,Let's rekindle that thalassophobia of yours!
891506,Adds many summer themed items into minecraft
666906,adds a simple block and item
444980,A mod that adds a new creepy dimension.
453192,Huge Dimension Mod in BETA for an RPG Fan.
821371,Dimension mod that adds teleport commands and 3 basic dimensions
491130,This mod is a crazy mod that contains LOTS of new mobs and a 3 New Dimensions
629915,it makes the game alot more chaotic
468437,Simple mod to give rotten flesh a use.
646109,Removes Infinite water sources and makes water finite.
225538,This is a mod that adds content requested by EnderDevon321
66629,"Voidity is the most feature-packed, stable, and bug-free server mod for Minecraft since 1.5.1."
705366,New steels objects to improve your game
451668,Small recipes and additional items
494197,Autocomplete command blacklist for Fabric servers
981306,Makes crafting arrows actually worth it
322924,Adds more infested blocks with world gen integration
963572,"This mod turns creepers into relentless pursuers, chasing and exploding on top of you for an added thrill in Minecraft."
898163,Basically i added fairies to minecraft
402016,Add tooltips all Items to show which Tags they have.
687159,Add Ores Mobs And More
483177,A mod that focuses on the more whimsical aspects of the game
847843,O mod The New World trás ao seu mundo do minecraft uma experiência completamente nova com biomas e minerios incriveis----The New World mod brings your minecraft world a completely new experience with amazing biomes and ores
688790,"Tools, weapons, mobs and a dimension with special properties."
615951,Polluted inventories with lots of crappy items are over
666725,"this mod adds the enderlet, an omelet made with the ender dragon egg, in addition to adding a recipe to make ender dragon eggs"
298216,"a mod that adds super ore, nether ore, and even wood ore."
418751,Craft vanilla tools straight from your inventory!
321732,Fun sterfyness
412686,Customize which regions of the world act Peaceful [forge]
684581,Dia De Muerto's blocks and items
78446,Ender chests that expose ISidedInventory
38128,Sweeper
497899,Adds milk bottles that you can drink
405000,Adds more egg variants to Minecraft.
608527,(IL)LEGAL Teleportation!
68115,The Crystal Tools Mod By Bloomyx
511924,Ramwal is a lemon-based mod about alchemy with lemons and reality-shattering secrets.
457561,Kill the enderman with a bow
228134,A mod with Ideas form the Pixel Sauce Server
522852,A collection of magical muffins
631620,"Adds vanilla friendly Tools, Weapons and Armor to improve combat!"
469322,i added items off of the cliffs in Minecraft dungeons and custom cave items.
391987,"Collect Gems from around the world to upgrade your tools, armor, and self."
404839,Because Creative Flying is not fair.
527961,A tool for modpack authors or devs to add special lore to items when a key is held
988168,Add some block and items
638203,Brings you a mini summer update to game
486239,This mod adds a different diamond pickaxe recipe while changing the old one.
401707,A server-side mod that adds data-driven emotes to Minecraft that can be viewed by vanilla clients.
435033,Simple Fabric Rotten Flesh to Leather Mod!
551784,Why use yours when you can use someone else's?
619909,A cute BadBoyHalo Pet for you to display and hold!
271504,Spectate random players - useful for livestreams
488083,It is the mod of the indestructible nokia! try it for yourself.
634964,"a random and weird stuff mod, also adds recipes that mojang hasn't added or removed."
431251,Electric Block 
671073,This mod adds Tons of dimensions to the game Via Mcreator
257081,A simple mod that adds stone to brittle to drop cobble.
448050,Disables lava and cactus damage immunity on join
360842,Adds A Few More Cooking Things
912541,"this mod gives new dimensions, bocks, potions, and more!"
364926,"fully customize, add, and remove foods from items"
417815,A small pack of biomes to supplement the vanilla ones.
393089,Minecraft integration for multiple services!
714574,Adds various items meant to give more reason for vanilla materials that feel lacking such as echo shards and glow squid ink.
577296,The powerful and flexible OpenGL GUI extension
654092,I reproduced the fruit with Minecraft. Please excuse the poor drawing
37779,EasyObsidian
445273,Lock survival mode
690565,Intuitive life steal plugin with all necessary needs for any server
279964,This mod adds lots of blocks in different color variations.
594172,A Minecraft: Java Edition Mod which adds Environment friendly things (now with the very big 1.0.0 update)!
520359,new biome for challenges or add-ons
700952,Applies the Undertale So Cold effect to the music!
473694,This Fabric Mod Will Enhance The Default Weapons!
264583,For all your needs that need a green screen :P
416117,Server-side utilities for Fabric servers
389418,A mod that finally puts Obamium into Minecraft
504063,"Add ruby, but its.. ingots?"
606371,Some Useful Commands
244176,Just Another Chroma Config
502676,Adds some new cave blocks and fun elements!
428669,Defusing beds
923386,"new dimension,item,block,Mobs"
428582,Create Custom Crops with KubeJS
270943,A processing addon for Super Tech Tweaks
632567,some useful blocks for builder
246793,Re Smelt your armour for equivalent materials
577341,A mod that allows you turn your tears into salt
514317,A mod that adds stuff >:)
650425,more ores for minecraft
413364,"Add some monsters, check out their poo"
352122,A Cop vs. Robber Mod
609799,adds tons of new item/stuff check description
445089,This mod is about the new ore the Ruby
518353,A mod that adds a Song!
688195,14 new armor sets & 12 new weapon/tool sets. All from vanilla items and are balanced towards vanilla gameplay.
501801,This enchant give your chestplate turbo elitra power
958994,"Gloves, fights, God power !"
433526,More Ores and Stuff in Minecraft
409358,AirPods
844461,Localize Your Game Right After Launched!
327505,A mod of usefull things
480197,Resources mod for the Iron Deficiency: Defiance Modpack
599236,Teddy bears to decorate your home
857045,Some random additions to add to the Minecraft experience.
896603,This mod adds 6 more mobs to Minecraft. Enjoy.
404260,A sad mod
657749,A mod adding a new weapon
372182,Mod that add Saphir and Unobtainium Tools and weapons and add a 5x5 Crafting table
595089,Makes memes in minecraft!
694310,"A mod ""fixing"" the dispenser logic of handed armorstands."
223259,"Ore radar mod, scans for ores."
394715,Several new additions from changes to pre-existing mob loot-tables.
1026624,Minecraft fabric mod that collects and sends in-game information to Minecraft HTTP API server
1015928,An unknown creature that is almost impossible to stop due to its egg production
923632,The opposite of food...  I guess
1022512,Makes most items in the game edible
991003,The artic has been added
1024654,"A vanilla friendly mod introducing flesh, in a horror styled way!"
1026717,I Want More Enchantments adds multiple different enchantments with unique perks
957732,Increased Command Block Character Length Limit
983358,"A very small mod, giving villagers trades involving copper."
962397,Mod for building Ice Tracks
1007645,A simple dinosaur mod made by me
906241,A collection of interesting enchantment ideas
1008087,Craft sneaky lookalikes of unobtainable blocks such as Bedrock or Mob Spawners.
1026420,A fix for the Impersonate mod to remove disconnects and crashes
907625,a mod add compat between modular machinery and thaumic augmentation
994295,Adds more carrots to the game.
961622,A Fabric mod that makes lodestones more immersive
1026403,This is an Improved version of the Military Uniform
994275,A mod that adds more weapons and armour making pvp have more options.
1027854,A mod to fill in the missing potions in Minecraft.
978727,A simple mod that adds functions to the game using /function that have various uses.
1008997," adds infected things to the , such as infected armor, infected tools, infected ores and blocks."
995456,A nether expansion mod
1014023,"Constantly does -1 damage to any item in the main hand, off hand, and armor slots"
968621,a Mod that adds 15 New Shovels
1012730,add multiple of bucket
905284,Get an OP Gauntlet and discover the new ores of infinity and trash.
988240,Craftable common ink for Irons Spells and Spellbooks
912292,I need more inventory space! A Fabric backpack mod renewed!
947408,Adds gamerule to restore pre-1.13 oxygen regen.
1022617,Build classic houses instantly
1000122,Instant PvP | Merge 1.8 and 1.9 combat mechanics together!  No delay between hits!
991425,Skips the sleeping animation
974298,A bridge between OpenComputers and Integrated Dynamics
1026595,This mod implements a system that allows custom mod blocks to have multiple interactable parts. The actual functionality of these parts is highly customizable to fit any need a mod might have.
995453,Library mod allowing tags to have inverted entries
1011058,"Making a player invincible as soon as they connect to the world, made for people with high ping."
1000298,It adds a invincibility effect
968065,Add a sickle
961032,He wanders
991573,Simple mod that adds a few blocks which consume the world.
975871,Adds the ItsDaros Lucky Block
918155,This mod is a fork Ivtoolkit for 1.7.10
936085,"the JNLmod add new dimension, new craft, new mob and new mecasnisms"
1026842,"A small mod for RP, with money and wallet!"
929100,JamPack add a bunch of random stuff
978643,This is just a mod for much more enchantments!
1009127,"This mod adds various Japanese plants, such as Japanese pieris, hibiscus, heather, and ears of rice.  Also in the mod you can see a new biome of two trees - wisteria and maple."
1028102,Adds 10 Japanese style paintings 
1016351,"Mod extends the standard minecraft game by adding new recipes, as well as changing standard ones, adding armor and tools"
688220,See block gradients in your creative inventory!
522670,A mode created to bring new features and allow a better adventure that is longer and different
344271,.08test
898253,"Compacted, Condensed, Compressed blocks aka C3 Blocks"
339898,New FOODS!
450475,Fabric library that can make any item edible.
428690,Adds the potted plant from Counter Strike: Source to Minecraft.
355053,Fun and easy way to get string early game. Great for harder game types. Made with love <3
509677,A small mod that reloads the SoundSystem without the resource packs.
615364,This mod adds plates to the game that can be used in recipes.
423070,"Add 4 new(beta) ores ! and 4 boss (dirt,lava,water,slime,nether,end)"
921051,"[Sad update out] Random ideas i have, so i made them all inside one mod"
514664,Some additions for my mod pack.
316794,lil' Tater
559217,A Lucraft Inspired Mod for 1.16
446210,New added ressources
37234,This mod adds 5 crossbows and 6 crossbow ammunition (bolts) to your Single Player Client
643763,Adds the OP chappal to Minecraft
633459,Play as Regulus Corneas from Re:Zero
667311,"It's a simple mod that adds coins for an economy in the minecraft series, called AcerLand."
434782,A fabric mod to show some information of an end gateway.
643925,This mod puts various versions of Guineas and misc. things about guineas into the game. sleep with one eye open.
398049,My fist mod upload.
358649,Fabric mod that displays extra information about blocks and items in their tooltips
375597,"You know how Mojang ""fixed"" text rendering and strikethrough no longer looks as good? Yeah, this fixes that."
405841,Add VanillaChests back to Minecraft
233285,Prevents portals to the overworld from being created when the dragon dies.
231437,This is a mod made for fans of derpy stuff
768173,Your Friendly Neighbourhood Candy Mod.
533127,TenyTech mod For TenyTech modpack
626774,A mod that adds various additions to minecraft
1008731,Grim Citadels as standalone or unified mod.
1018644,"This is just my sword mod, but instead of swords its with enchants."
664239,Add Lots of different types Of Food 
396055,Morver Mod  - adds a new ores!
687459,Craftable Cod Multitool
365467,Village farms generate with wheat only. [survival] [serverside]
620435,Port of the I Am Very Smart mod by sargunv for 1.18.
693946,"Add tons of minecraft essentials like magic, weapons, armor, crafts and more!"
481275,adds many metals into the game
548983,in this mod i added a new sword
513694,BokoblinCamps from botw  Made it with MCreator
351143,Resolves conflicts between Silent's Mechanisms' and Genetical Animals' recipes. And maybe some other stuff later.
